item_code,food_name_english,food_name_hindi,food_type,food_category,slots,calories,carbs,fat,protein,fiber,food_season,Score,Special_slot,food_community,food_avoid_in_disorders,food_recommend_in_disorders,remarks,Detox_rank,Special_diet,code,remarks,courtesy,recipe,steps,video,gluten_free,source,portion,portion_unit,country,Diabetes_score,Diabetes_special,blood_pressure_Score,blood_pressure_special,Cholestrol_score,Cholestrol_special,PCOS_score,PCOS_special,net_carbs,WeightlossPlus_score,WeightlossPlus_special,muscle_building_score,special_slot_muscle_building_morning,special_slot_muscle_building_evening,Keto_Score,Keto_Slot,Hypothyroid_Score,Hypothyroid_Slot,Anti_Inflammatory_Score,Anti_Inflammatory_Slot,Fatty_Liver_Score,Fatty_Liver_Slot,Anemia_Score,Acidity_Score,Sleep_Score,Uric_Acid_Score,Calcium,Vitamin_D,Vitamin_B12_Score,Alkaline_Score,Alkaline_Slot,Prediabetes_Score,Prediabetes_Slot,High_Protein_Score,High_Protein_Slot,T1_Pregnancy_score,T1_Pregnancy_slot,T2_Pregnancy_score,T2_Pregnancy_slot,T3_Pregnancy_score,T3_Pregnancy_slot,Postpartum_score,Postpartum_slot,0-6_Lactation_score,0-6_Lactation_slot,7-12_Lactation_score,7-12_Lactation_slot,waterRetentionScore,waterRetentionSlot,fiteloWeightLoss_Score,fiteloWeightLossSlot,lunchCheatDayRank,lunchCheatDaySlot,dinnerCheatDayRank,dinnerCheatDaySlot,cookingProficiency,cookingTime,detoxFiteloRank,detoxFiteloSlot,travel_rank,travel_slot
1981,Cauliflower Soup,फूलबाज सूप,Ve,SO,"[3,6]",62,5.5,3.9,1.4,1.6,"[""""]",9,-1,"[""U""]","[""N"",""T""]","[""AI"",""FL""]",-,9,-1,1981,-,Mr & Mrs Vahchef - Shorts,"Butter    2 tsp
Garlic (chopped)  3 no
Onion (chopped)  1 no
Carrot    1 no
Potato    1 no
Cauliflower(florets)  1 cup
Pepper powder  2 tsp
Milk    2 tbsp
Cream    2 tsp (Optional)
Nutmeg powder  pinch (Optional)","In a hot pan add butter chopped garlic, onion salt and saute them.
Now add carrot and potato pieces and cook for 2-3 mins.
Add cauliflower florets, pepper powder and by some water cook till they are soft and make it into a fine paste.
To that add milk, fresh cream, nutmeg mix well and serve hot.",https://www.youtube.com/embed/F8CtZJI3ykA,-,-,1,Katori- 150ml,"[""IND""]",9,-1,9,-1,9,-1,9,-1,3.72,9,-1,9,-1,7,9,7,-1,-1,9,-1,9,-1,6,9,9,9,9,9,9,9,-1,9,-1,9,-1,9,-1,3,-1,3,-1,-1,-1,9,-1,9,-1,9,-1,9,-1,9,-1,9,-1,6,6,9,-1,-1,-1
1982,HiFi Chapati with 1 tsp Ghee (High- Fibre Chapati),1 चम्मच घी (उच्च-फाइबर चपाती) के साथ हिफी चपाती,V,B,"[2,4,7]",62,14,0.5,2.7,4.4,"[""""]",9,-1,"[""U""]","[""""]","[""""]",-,-1,-1,1982,-,FitrofyRecipes,"INGREDIENTS
2tbsp Bajra flour
2tbsp Ragi flour
2tbsp Green moong flour 
2tbsp Bengal gram flour (Whole Black chana flour and not besan)
Luke warm water (required to knead)
Ghee ½  tsp
Psyllium Husk 1 tbsp","METHOD
Heat water in a bowl. 
Mix all the flours together. Keep adding water enough to make soft pliable dough. 
Knead for few minutes untill it turns sticky. Add ghee and knead again. 
Brush ghee over the kneaded dough and keep it aside covered in moist muslin cloth for 15-30 minutes. 
Make small balls of the dough
Dust the rolling base with little amount of flour and roll using the rolling pin.
If the chapati is not rolling properly,  take two parchment papers or rice papers and keep the rolling dough in between them and then roll on to the plastic sheet.
Heat a griddle
When the griddle becomes hot, transfer the roti on it. Squeeze off excess water from the muslin cloth and smear water over the roti including the edges with the cloth. Do not pour water on roti. The roti must become moist all over.  By now the roti firms up from the centre. 
Flip the roti to the other side. Repeat dampening and then cover it. 
When the roti is cooked, remove from griddle and rub ½ tsp ghee over it. 
Serve hot with curries or vegetables. 


*NOTE: Do not discard the husk after sieving. Add the sieved husk if it is free from any kind of contamination. ",https://www.youtube.com/embed/dir8NSRe_DA,-,-,1,pc- 30g,"[""IND""]",6,-1,6,7,6,7,6,-1,9.7,6,4,6,4,4,-1,-1,9,7,9,4,9,-1,9,9,9,9,9,9,9,1,-1,6,-1,6,4,9,4,9,4,9,4,9,4,9,4,9,4,9,-1,9,-1,-1,-1,-1,-1,6,3,-1,-1,-1,-1
1983,Beetroot Halwa,चुकंदर हैलवा,Ve,WD,"[3,4,7]",233,28.5,10.8,6.2,3.4,"[""""]",9,4,"[""U""]","[""N""]","[""D"",""AI"",""FL""]",-,9,-1,1983,-,FitrofyRecipes,"INGREDIENTS
½ cup finely grated unpeeled beetroot
¼ tsp green cardamom powder
10 cashew nuts/equivalent number of walnuts, soaked for 8 hours
2 tsp water
½ cup pitted soft black dates, ground between fingers or otherwise ground into a paste
8-10 almonds, slivered","METHOD
Steam the grated beetroot with cardamom powder, for about 5 minutes. 
Blend the cashew nuts or walnuts with the water to make a thick cream. 
Add this  and the ground dates to the steamed beetroot and mix very well. 
Transfer to a serving bowl. 
Garnish with the slivered almonds. Chill before serving.",https://www.youtube.com/embed/tTapSbcbz_Q?si=FPXN1vhrsYwLQTJ1,-,-,1,Katori- 150ml,"[""IND""]",9,-1,9,4,9,4,9,4,7.11,9,4,9,4,4,-1,-1,9,4,9,4,9,4,9,9,9,9,9,9,9,6,-1,9,4,9,4,9,-1,9,5,9,5,9,5,-1,-1,-1,-1,9,4,9,4,9,-1,9,-1,6,6,9,4,-1,-1
1984,Coconut Barfi,नारियल बारफी,Ve,WD,"[3,4,7]",124,13.7,6.6,3,0.9,"[""""]",6,7,"[""U""]","[""N""]","[""""]",-,6,-1,1984,-,FitrofyRecipes,"INGREDIENTS
½  cups desiccated coconut/fresh coconut
⅛  cup coarsely powdered cashew nuts
1 tbsp dry dates powder
A pinch cardamom powder
⅛  cup raisins, or as required to bind the barfi
A pinch Himalayan pink salt","METHOD
Mix all the ingredients together (except the raisins), very well. 
Mash the raisins and knead them into the coconut mixture. 
Press this mixture into a wide stainless steel dish and cut into desired shapes. 
Garnish with desiccated coconut. 
Refrigerate the barfi for 6-8 hours before unmolding.
Store in the refrigerator.",https://www.youtube.com/embed/Qnzc5eDKYoU?si=oL4AoO9vqG8dd7Ew,-,-,1,pc- 35g,"[""IND""]",9,-1,9,7,9,7,9,4,9.21,9,4,9,4,4,-1,-1,6,-1,9,-1,9,-1,9,6,6,9,9,9,9,6,-1,9,4,9,4,9,-1,9,5,9,5,9,5,-1,-1,-1,-1,6,6,6,6,9,-1,9,-1,1,1,6,4,-1,-1
1985,Methi Bajra Thepla,मेथी बाजरा थाप्ला,Ve,B,"[2,4,7]",113,15.4,4.5,2.8,2.7,"[""""]",3,-1,"[""G""]","[""N""]","[""""]",-,-1,-1,1985,-,FitrofyRecipes,"INGREDIENTS
Methi (Fresh Fenugreek Leaves) - 200 gms
Bajra Flour: 1 cup (About 200gms)
Besan : 1 Cup (About 200gms)
Salt to taste
Red chili powder: 1 tsp
Ginger Garlic paste 1/2 tsp
Ajwain: 1/2 tsp
Pinch of Sugar
Amchur : 1/2 tsp
Warm Water to knead the dough
2 tablespoons Sesame seeds (Til seeds)","METHOD
To begin, heat water in a pot, when it starts to boil, add cleaned fenugreek leaves. Let them boil for 5 mins. Turn off the heat.
When a little cooled, strain the water and chop the leaves roughly. Keep Aside. This step is important to soften the leaves so they become easy to knead
In a bowl, take both flours, add salt to taste (About 1/2 tsp) , Ajwain, Red chili powder, Amchur and mix well
Add in the ginger garlic paste, add sesame seeds and using little warm water at a time knead to a smooth dough (Your may use the left over water in which the leaves were boiled)
Make small rounds of the dough and keep aside.
Heat a non stick pan or iron griddle, drizzle 1 tbsp oil. While the oil heats up, dust flour on a plain surface and using your palm, press a small portion of the dough into a flat round shape
Cook the flattened dough in the pan for 3 mins on each side.. drizzle a little oil to aid in even cooking on both sides.
When the theplas are nice golden brown on each side remove from pan and serve hot with achar or sauce
These bajra theplas are to be eaten hot and not stored for later as they start to become tough.",https://www.youtube.com/embed/dDZ5-SscQWc,-,-,1,pc- 30g,"[""IND""]",6,-1,6,-1,6,-1,6,7,12.18,3,4,3,4,4,-1,-1,6,4,6,4,6,4,9,3,6,9,9,9,9,1,-1,6,7,3,4,6,-1,3,-1,3,-1,6,-1,3,-1,3,-1,3,-1,3,-1,3,-1,3,4,3,3,-1,-1,-1,-1
1986,Bajra Methi Khakhra,बाजरा मेथी खाखरा,Ve,W,"[2,3,6]",138,20.9,4.8,2.7,3.7,"[""""]",3,3,"[""G""]","[""G""]","[""""]",-,-1,-1,1986,-,DUBAI VLOG with Namrata,As per video,As per video,https://www.youtube.com/embed/3t4RMEDLFRA,-,-,1,pc- 30g,"[""IND""]",6,4,6,3,6,3,3,-1,13.19,3,4,3,4,4,-1,-1,3,-1,6,4,6,4,9,3,6,9,9,9,9,9,3,3,-1,3,4,6,-1,3,-1,3,-1,6,-1,6,-1,6,-1,3,3,3,3,3,4,3,4,1,1,-1,-1,-1,-1
1987,Raw Carrot Halwa,कच्चा गाजर हलवा,Ve,WD,"[3,4,7]",189,30.6,6.2,3.9,4.4,"[""""]",9,4,"[""U""]","[""N""]","[""D"",""P"",""AI"",""FL""]",-,9,-1,1987,-,FitrofyRecipes,"INGREDIENTS
¼  cup finely grated, unpeeled carrots
⅛  tsp green cardamom powder
¼  cup grated fresh coconut
2 tbsp pitted soft black dates, ground between fingers, a few at a time
5-7 almonds, slivered","METHOD
Take carrots, cardamom powder and coconut in a bowl and mix well.  
Knead the ground dates into the carrot coconut mixture. 
Repeat this process until all the dates are kneaded into the mixture.
Transfer to a serving bowl and chill in the refrigerator for 2 hours. 
Decorate with slivered almonds and serve.",https://www.youtube.com/embed/O-Yvtjb2UrI?si=ApBMjtPBGDR_itOL,-,-,1,Katori- 150ml,"[""IND""]",9,-1,9,4,9,4,9,4,4.91,9,4,9,4,4,6,-1,9,4,9,4,9,4,9,9,9,9,9,9,9,9,-1,9,4,9,4,9,4,9,5,9,5,9,5,-1,-1,-1,-1,9,3,9,3,9,-1,9,-1,3,3,9,4,-1,-1
1988,Instant Millet Dosa,इंस्टेंट बाजरा डोसा,Ve,W,"[2,4,7]",176,22.7,7.8,3.9,3.4,"[""""]",9,2,"[""U""]","[""""]","[""""]",-,9,2,1988,-,FitrofyRecipes,"INGREDIENTS
¼  cup ragi/nachni (finger millet) flour
½ -1 cup warm water
¼  cup finely chopped onion
1 green chilli, finely chopped
1 tbsp finely chopped fresh coriander leaves
4-5 curry leaves, finely chopped
½ tsp Himalayan Pink salt","METHOD
Mix ragi flour with warm water until there is no lump left. Then, add onion, green chilli, coriander leaves, curry leaves and salt. The batter should be thin.
Heat the dosa tawa (pancake griddle), pour a ladleful of batter from the outer corners of the tawa and fill the inside of the tawa. You cannot spread this batter like a normal dosa.
It will take time to cook dosa, so have patience. Keep the heat medium to high. Once cooked, turn it over and allow the other side to get cooked.
Remove the dosa from the tawa and serve hot with chutney or sambar. 
This dosa will taste good only when served hot, direct from the tawa.
If you have difficulty in preparing this style of ragi dosa, you should prepare like regular dosas. Add less water in batter and make small regular dosa.",https://www.youtube.com/embed/3NG6gnGgVQc?si=JEWzPSNnCI52em8i,-,-,2,pc,"[""IND""]",6,2,6,2,6,2,6,2,12.8,6,2,6,2,2,-1,-1,9,2,6,2,6,2,9,9,9,9,9,9,9,1,-1,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,9,-1,9,-1,6,2,6,2,3,3,9,-1,-1,-1
1989,Homemade Almond Milk (Unsweetened),घर का बना बादाम दूध,Ve,DM,"[2,8]",35.0,1.0,3.0,1.0,1.0,"[""""]",9,-1,"[""U""]","[""N"",""UA""]","[""HP"",""AI""]",-,9,-1,1989,-,FitrofyRecipes,As per Video,As per Video,https://www.youtube.com/embed/dCTzMqr5NA4?si=QphwIZ7q90Fpwqar,-,-,1,Glass- 250ml,"[""IND""]",9,2,9,-1,9,-1,9,2,-0.04,9,2,9,2,2,9,-1,9,-1,9,-1,9,-1,9,9,9,9,9,9,9,-1,-1,9,2,9,-1,9,2,9,2,9,2,9,2,9,2,9,2,9,-1,9,-1,9,-1,9,-1,3,9,9,2,-1,-1
1990,Homemade Almond Milk (Sweetened),घर का बना बादाम दूध (मीठा),Ve,DM,"[2,8]",35.0,1.0,3.0,1.0,1.0,"[""""]",6,-1,"[""U""]","[""N"",""UA""]","[""HP"",""AI""]",-,6,-1,1990,-,FitrofyRecipes,As per Video,As per Video,https://www.youtube.com/embed/dCTzMqr5NA4?si=QphwIZ7q90Fpwqar,-,-,1,Glass- 250ml,"[""IND""]",6,-1,6,-1,6,-1,6,-1,3.6,6,-1,6,-1,-1,6,-1,6,-1,6,-1,6,-1,6,6,6,9,9,9,9,-1,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,3,9,6,-1,-1,-1
1991,Homemade Cashew Milk (Unsweetened),घर का बना काजू दूध,Ve,DM,"[2,8]",26.0,1.1,2.1,0.0,0.0,"[""""]",9,-1,"[""U""]","[""N"",""UA""]","[""HP""]",-,9,-1,1991,-,FitrofyRecipes,As per Video,As per Video,https://www.youtube.com/embed/tldkwL8F7ik?si=568NPXL64ZAFx5ea,-,-,1,Glass- 250ml,"[""IND""]",9,2,9,-1,9,-1,9,2,2.2,9,2,9,2,2,9,2,9,2,9,2,9,2,9,9,9,9,9,9,9,-1,-1,9,2,9,-1,9,2,9,2,9,2,9,2,9,2,9,2,9,-1,9,-1,9,-1,9,-1,3,9,9,2,-1,-1
1992,Homemade Cashew Milk (Sweetened),घर का बना काजू दूध (मीठा),Ve,DM,"[2,8]",176.0,9.9,12.2,5.5,0.9,"[""""]",6,-1,"[""U""]","[""N"",""UA""]","[""HP""]",-,6,-1,1992,-,FitrofyRecipes,As per Video,As per Video,https://www.youtube.com/embed/tldkwL8F7ik?si=568NPXL64ZAFx5ea,-,-,1,Glass- 250ml,"[""IND""]",6,-1,6,-1,6,-1,6,-1,5.8,6,-1,6,-1,-1,3,-1,6,-1,6,-1,6,-1,6,6,6,9,9,9,9,-1,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,3,9,6,-1,-1,-1
1993,Vegan Kadhi (No Curd Kadhi),शाकाह,Ve,C,"[4,7]",90,2.8,7,5,0.6,"[""""]",6,-1,"[""U""]","[""""]","[""""]",-,-1,-1,1993,-,FitrofyRecipes,"INGREDIENTS
⅔ cup thick, creamy coconut milk
2 tbsp Bengal gram flour (besan)
3 cups water
½ tsp cumin (jeera) seeds
2 green chillies, slit
2” pc ginger, ground to paste
Curry leaves
Pink Himlayan salt- to taste
½ tsp turmeric powder
1 lemon","METHOD
Prepare a slurry of the bengal gram flour in 3 cups of water. If the coconut milk is watery instead of thick, use less than 3 cups of water here
Dry roast the cumin seeds. When the cumin seeds begin to sputter, add large pieces of the green chillies, ginger paste and curry leaves. 
To this seasoning, add the gram flour slurry and salt.
If you like the curry to be yellow, add turmeric powder. 
Heat this liquid mixture until it comes to a boil.
Then reduce the heat to low, add the coconut milk and simmer for just a minute (Important to keep the heat low and heat coconut milk only for a short duration, otherwise coconut milk splits)
Turn the heat off and add the juice of half a lemon. 
Serve with hot rice, millets or chapatis",https://www.youtube.com/embed/BjY78IHKVWs?si=jsX-VriwOQsgnusI,-,-,1,Katori- 150ml,"[""IND""]",6,-1,6,-1,6,-1,6,4,10.85,6,4,3,4,4,-1,-1,6,-1,6,-1,6,-1,6,6,6,9,9,9,9,3,-1,6,4,3,4,6,4,6,4,6,4,6,4,6,4,6,4,-1,-1,6,4,3,-1,3,-1,6,6,-1,-1,-1,-1
2201,Halim Seeds (Garden cress seeds),हलीम के बीज,Ve,FI,[3],68,5,3.7,3.8,1.8,"[""""]",9,-1,"[""U""]","[""""]","[""AN"",""UA""]",The high levels of iron in Halim seeds promote the production of red blood cells and also helps in improving the haemoglobin levels in the body.,-1,-1,2201,,,"•        1 tbsp halim seed

",,,,,1,tbsp- 15ml,"[""IND""]",6,3,6,-1,6,-1,9,3,3.85,9,-1,3,-1,-1,9,-1,6,-1,9,-1,9,-1,9,9,6,9,9,9,9,3,-1,9,3,3,-1,3,-1,3,-1,3,-1,3,-1,3,-1,3,-1,-1,-1,9,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
2202,Amaranth/ Ramdana/ Rajgira Ladoo,अमरंत/ रामदाना/ राजगीरा लडू,Ve,W,"[3,6]",71,15.2,0.4,1.6,0.2,"[""""]",9,-1,"[""M"",""P"",""G"",""B""]","[""D"", ""PD"",""P"",""N""]","[""AN""]",The supplementation of amaranth seeds incorporated recipes had a positive effect on the haemoglobin level.,9,-1,2202,,Vaya,"•        10 g amaranth seed
•        20 g jaggery
•        10 g almonds — chopped
","1.        Dry roast the amaranth seeds in a pan over a medium flame until they start popping. Remove from the gas and set aside.
2.        Dry roast almonds in a pan for 3 minutes on a medium flame. Set aside.
3.        Crush jaggery into small pieces.
4.        Heat a pan and add jaggery pieces to it. Cook on a low flame.
5.        Keep crushing and stirring the jaggery with a spatula until it melts.
6.        Add the roasted amaranth seeds and almonds to the melted jaggery. Mix well and remove from the flame. Cool the jaggery mixture for 4 minutes.
7.        Wet your hands with water, take a small portion from jaggery mixture, and shape into a small ball.
8.        Divide the jaggery mixture into 15 pieces and shape into small round balls.
9.        Cool the almond and amaranth ladoos for an hour and then serve.
",,,https://vaya.in/recipes/details/almond-amaranth-ladoo/,1,pc- 20g,"[""IND""]",1,-1,6,-1,6,-1,1,-1,7.14,6,-1,3,-1,-1,-1,-1,6,-1,9,-1,9,-1,9,9,6,9,12,12,9,1,-1,-1,-1,3,-1,3,-1,3,-1,3,-1,3,-1,3,-1,3,-1,-1,-1,9,-1,3,-1,3,-1,1,1,9,3,-1,-1
2203,Beetroot Amla Curry Leaves Shots,चुकंदर आंवला करी शॉट्स को छोड़ देता है,Ve,FI,"[3,6]",57.3,11.8,0.19,2.79,0,"[""""]",9,-1,"[""U""]","[""""]","[""AN""]",A combination beetroot juice with carrots and amla is very healthy especially for those who have anaemia.,-1,-1,2203,,NDTV Food,"•        1 Beetroot
•        1 amla
•        3-4 curry leaves 
•        Salt","1.	Mix all the ingredients in the blender.  
2.	Add water and salt and blend again. 
",,,https://food.ndtv.com/recipe-beetroot-amla-juice-956462,1,shot- 50ml,"[""IND""]",9,-1,9,-1,6,-1,9,-1,11.8,9,-1,-1,-1,-1,1,-1,9,-1,9,-1,9,-1,9,6,6,9,9,9,9,9,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,3,6,-1,-1,-1,-1
2204,Egg Yolk Omelette,अंडे की जर्दी,E,W,"[2,6]",361,3,32.6,13,0,"[""""]",6,-1,"[""U""]","[""UA"",""E""]","[""AN""]","Eggs are a great source of iron, protein and other essential vitamins.",-1,-1,2204,,The paleo diabetic,"•        4 egg yolks                                                                                                                                                                                                            
•        Fresh basil leaves roughly torn
•        Salt and pepper to taste                                                                                                                                     •        Extra • •        Virgin olive oil-5 gm

","1.	Separate the yolks from the whites, add the cream and whisk until you get some bubbles.
2.	Melt some butter over low-medium heat and add the tomatoes.
3.	After three or four minutes, the tomatoes will start to turn a golden brown. Add the egg yolks and give them a little stir to make sure the butter doesn’t accumulate at the edges of the pan. You also want to spread the tomatoes out a little.
4.	Cook for three to five minutes.
5.	Add the cheese and basil to one side of the omelette and then fold the omelette using two spoons.
6.	Cook for another two minutes to allow the cheese to melt.
7.	Serve with some salt and pepper and a few dashes of Tabasco.
",,,https://thepaleodiabeticdotcom.wordpress.com/2021/05/17/egg-yolk-omelette-with-tomato-basil-and-cheddar/,1,pc- 100g,"[""IND""]",6,-1,6,-1,6,-1,6,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,9,9,9,9,-1,-1,-1,-1,-1,-1,-1,-1,9,2,9,2,9,2,9,-1,9,-1,-1,-1,6,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1
2205,Black Sesame Seeds,काली तिल के बीज,Ve,NS,"[1,3]",28,1.2,2.3,1,0.9,"[""""]",6,-1,"[""U""]","[""""]","[""T""]",Sesame seeds because they contain copper and zinc which are both essential for optimal thyroid function and hormone production.,6,-1,2205,,,"•       1 tbsp black sesame seeds
",,,,,1,tsp- 5ml,"[""IND"",""UAE""]",9,-1,9,-1,9,-1,9,-1,0,9,-1,6,-1,-1,6,-1,9,-1,9,-1,9,-1,6,9,6,9,9,9,9,1,-1,9,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,-1,-1,6,-1,6,-1,6,-1,1,1,6,-1,-1,-1
2206,Spirulina In Water,पानी में स्पिरुलिना,Ve,FI,"[1,5,8]",21.0,1.7,0.6,4.1,0.3,"[""""]",9,-1,"[""U""]","[""UA""]","[""T""]","Spirulina contains thyroid-supporting minerals like iodine, and the amino acid tyrosine, which together make up one form of thyroid hormone.",-1,-1,2206,,,"•       1 tsp spirulina powder
•        Water 1 cup",1.        Add spirulina powder in water and have it.,,,,1,Glass- 250ml,"[""IND""]",9,-1,9,-1,9,-1,9,-1,1.67,9,-1,-1,-1,-1,9,-1,9,-1,-1,-1,-1,-1,-1,-1,6,9,9,9,9,9,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,1,3,-1,-1,-1,-1
2207,Black Cumin Seeds Water,काला जीरा पानी,Ve,D,"[1,5,8]",2.0,0.2,0.1,0.1,0.2,"[""""]",6,-1,"[""U""]","[""""]","[""T""]",Black cumin may have beneficial effects on patients with Hashimoto's thyroiditis.,-1,-1,2207,,Versatile vickey,•        1 tbsp black cumin seeds                                                                •        Water 1 cup,"1.        Add black cumin seeds to hot water, let it cool and have it.",https://www.youtube.com/embed/8U1TFISfza8,,,1,Glass- 250ml,"[""IND""]",9,-1,9,-1,9,-1,9,-1,1.13,9,-1,-1,-1,-1,6,-1,9,-1,9,-1,9,-1,6,6,6,9,9,9,9,9,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,9,-1,6,-1,6,-1,-1,-1,-1,-1,3,9,-1,-1,-1,-1
2208,Brahmi Water,ब्राह्मी वाटर,Ve,D,"[1,5,8]",1,0.1,0,0.2,0.3,"[""""]",9,-1,"[""P"",""M"",""B""]","[""""]","[""T""]","Brahmi Stimulates thyroid activity by increasing the amount of T4, useful in treating hypothyroidism.",9,-1,2208,,Bharadwaj kitchen,"•        1 tsp brahmi powder
•        Water 1 cup
",1.        Add brahmi powder to water and have it.,https://www.youtube.com/embed/218tsGW88Gw?start=42,,,1,cup-150 ml,"[""IND""]",9,-1,9,-1,9,-1,9,-1,3,9,-1,-1,-1,-1,9,-1,9,1,9,-1,9,-1,6,9,9,9,9,9,9,9,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,9,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
2209,Steamed Salmon Fish,उबला हुआ सामन मछली,NV,W,"[4,7]",132,0,5.9,18.5,0,"[""""]",9,4,"[""P"",""M"",""S"",""B"",""U""]","[""FL"",""UA""]","[""T"",""VD"",""VB"",""C"",""P""]",Salmon is one of the best sources of vitamin B12. It's alsorich in potassium and other nutrients like iron and vitamin D.,-1,-1,2209,,Everyday food,"•        3 to 4 medium beets, 1 1/2 pounds
•         2 tablespoons olive oil
•         Coarse salt and freshly ground black pepper
•         2 carrots, peeled and cut into quarters
•         1 stalk celery, cut into quarters
•         2 small onions, peeled and cut into quarters
•         2 fresh bay leaves
•         10 whole black peppercorns
•         2 cups dry white wine
•         Four 6-ounce salmon fillets
•         1 serrano chile pepper, seeded and minced
•         1/4 cup coarsely chopped fresh flat-leaf parsley
•         1 tablespoon mustard seed
•         2 tablespoons red-wine vinegar
","1.        Heat oven to 425 degrees. Place beets on a baking tray, and drizzle with 1 tablespoon olive oil. Sprinkle with salt and pepper, and toss to coat. Roast until tender, 45 to 50 minutes. Remove from oven, and set aside to cool while proceeding with salmon.
2.        Place carrots, celery, onions, bay leaves, peppercorns, and wine in a shallow saucepan. Add water to make 2 inches of liquid; bring to a boil. Reduce heat to barely simmering; add salmon. Cook until flesh is firm but slightly moist in the center, 10 to 12 minutes. Transfer fish to a plate; cover with plastic. Cool to room temperature.
3.        Peel reserved beets; cut into 1/2-inch cubes. Place in a bowl; add remaining tablespoon olive oil, chile pepper, parsley, mustard seed, and vinegar. Toss well to combine; serve over salmon.
",https://www.youtube.com/embed/JDgz8j72wXE,,,1,pc- 100g,"[""IND""]",6,-1,9,4,9,4,9,-1,0,9,4,9,4,6,9,-1,9,4,3,-1,3,-1,9,9,6,-1,9,9,9,-1,-1,9,-1,9,4,9,4,9,7,9,7,9,7,9,7,9,7,9,4,9,4,9,4,9,4,9,9,-1,-1,-1,-1
